Ticker,Name,Business,Market,IPO,MarketCap,Sector
A,Agilent Technologies,環境、食品の品質・安全性等の化学分析を行うツールを開発、提供,NYSE,1999,"42,017.85",Healthcare
AA,Alcoa,アルミ原料を掘削する鉱山事業及び精練事業に従事,NYSE,1962,"7,240.13",Basic Materials
AAL,American Airlines Group,米国の航空会社,NASDAQ,2005,"15,585.61",Industrials
AAN,Aaron's Company,オフィスと住宅用家具のリース・販売会社,NYSE,2020,"1,300.05",Consumer Cyclical
AAOI,Applied Optoelectronics,通信機器や光ファイバーなどの光通信製品を設計、製造する半導体会社。,NASDAQ,2013,225.34,Technology
AAON,AAON,業務用屋上型エアコン、暖房・熱回収設備、エアコン用コイルの設計、製造、販売を手掛ける空調設備機器メーカー。,NASDAQ,1992,"3,371.10",Industrials
AAP,Advance Auto Parts,自動車用品の小売りチェーン,NYSE,2001,"12,579.71",Consumer Cyclical
AAPL,Apple,パソコン、コミュニケーション機器等の製造販売,NASDAQ,1980,"2,100,801.96",Technology
AAU,Almaden Minerals Ltd B,金・銀・銅の採掘および金の製造を手掛ける鉱山会社,NYSE American,2005,73.16,Basic Materials
AAWW,Atlas Air Worldwide Holdings,世界の主要航空会社に航空機、乗組員、商用・軍用機、整備、保険付き貨物航空機を提供持株会社。,NASDAQ,2005,"2,151.16",Industrials
ABBV,AbbVie,免疫や肝炎向けなどの薬品を開発・販売する製薬会社,NYSE,2013,"198,296.29",Healthcare
ABC,Amerisource Bergen,医薬品サービス会社,NYSE,1995,"23,934.22",Healthcare
ABCB,Ameris Bancorp,銀行子会社Ameris Bank（同行）を通じてバンキングサービスを小売と商業顧客へ提供している。,NASDAQ,1994,"3,936.72",Financial Services
ABCL,AbCellera Biologics Inc,抗体ベースでの医薬品開発に従事する、カナダのバイオテクノロジー企業,NASDAQ,2020,"7,035.95",Healthcare
ABEO,Abeona Therapeutics,臨床試験段階の医薬品を開発するバイオ医薬品メーカー。,NASDAQ,1980,167.38,Healthcare
ABG,Asbury Automotive Group,自動車販売会社,NYSE,2002,"3,560.17",Consumer Cyclical
ABIO,ARCA biopharma Inc,心血管疾患の遺伝子標的療法の開発を行っている米国のバイオ医薬品企業,NASDAQ,1997,51.44,Healthcare
ABM,ABM Industries,北米各地の都市で商工業・諸機関の顧客から空調、エンジニアリング施設サービス請負会社。,NYSE,1980,"3,331.67",Industrials
ABMD,ABIOMED,循環器医療機器メーカー。心臓鼓動機能の補助・代替テクノロジーを開発する。世界のヘルスケア専門家向けに製品とサービスを提供する。,NASDAQ,1987,"13,106.38",Healthcare
ABNB,Airbnb Inc,民泊仲介大手サイト運営会社,NASDAQ,2020,"93,068.23",Communication Services
ABT,Abbott Laboratories,ヘルスケア製品のメーカー,NYSE,1980,"193,610.51",Healthcare
ABTX,Allegiance Bancshares Inc,米国の銀行持株会社,NASDAQ,2015,821.04,Financial Services
ABUS,Arbutus Biopharma Corporation,バイオ製薬会社,NASDAQ,2007,286.65,Healthcare
ACA,Arcosa,貨物鉄道車両および鉄道車両リース・サービスの製造事業で構成されている、インフラ構築サービスを提供する会社。,NYSE,2018,"2,897.68",Industrials
ACAD,ACADIA Pharmaceuticals,中枢神経障害に対する小分子薬剤の発見、開発、販売に注力するバイオ医薬品会社。,NASDAQ,2004,"3,794.64",Healthcare
ACB,Aurora Cannabis Inc,カナダの医療用大麻メーカー,NASDAQ,2014,"1,822.38",Healthcare
ACBI,Atlantic Capital Bancshares Inc,米国の銀行持株会社,NASDAQ,2015,575.82,Financial Services
ACCD,Accolade Inc,ヘルスケア・福利厚生サポートサービスを提供,NASDAQ,2020,"2,986.90",Healthcare
ACCO,Acco Brands,ホチキス、スケジュール帳、シュレッダーなどを取り扱うオフィス用品メーカー。,NYSE,2005,860.38,Industrials
ACEL,Accel Entertainment Inc,GaaS（サービスとしてのゲーム）に従事しているゲーム会社。,NYSE,2017,"1,245.66",Consumer Cyclical
ACET,Adicet Bio Inc,米国のバイオ医薬品会社,NASDAQ,2018,390.19,Healthcare
ACGL,Arch Capital Group,バミューダの保険・金融サービス会社,NASDAQ,1995,"15,987.33",Financial Services
ACHC,Acadia Healthcare,精神病や薬物乱用患者などに行動障害ケアを行うヘルスケアサービス会社,NASDAQ,1994,"5,886.88",Healthcare
ACHV,Achieve Life Sciences,ニコチン依存症の患者のためのシスチンを使用した治療薬の開発および商品化に従事している医薬品メーカー。,NASDAQ,1995,53.2,Healthcare
ACI,Albertsons Cos Inc A,スーパーマーケットチェーン店,NYSE,2020,"9,409.59",Consumer Defensive
ACIW,ACI Worldwide,国際電子送金ソフトウエアの開発・販売・支援を手掛ける企業,NASDAQ,1995,"4,622.54",Technology
ACLS,Axcelis Technologies,半導体部品メーカー。,NASDAQ,2000,"1,401.98",Technology
ACM,AECOM,建築設計等に関するコンサルティングサービスを提供,NYSE,2007,"9,556.97",Industrials
ACMR,Acm Research Inc A,主に半導体メーカー向けの粒子や汚染物質を除去するクリーニング装置を開発する米国の産業機械メーカー,NASDAQ,2017,"1,597.80",Technology
ACN,Accenture A,アイルランドに本社を置く経営コンサルティング・情報処理大手,NYSE,2001,"179,996.16",Technology
ACNB,ACNB,金融持株会社,NASDAQ,1994,252.13,Financial Services
ACOR,Acorda Therapeutics,脊髄損傷とそれに伴う多発性硬化症などの神経治療法を提供するバイオテクノロジー会社,NASDAQ,2006,34.26,Healthcare
ACRS,Aclaris Therapeutics,臨床段階の製薬会社。,NASDAQ,2015,"1,131.80",Healthcare
ACRX,AcelRx Pharmaceuticals,鎮痛剤を提供している特殊医薬品メーカー。,NASDAQ,2011,175.08,Healthcare
ACTG,Acacia Research,子会社を通して特許技術の開発、買収、ライセンス化を手掛けるテクノロジー関連持株会社,NASDAQ,2002,260.69,Industrials
ACU,Acme United Corporation,学校・家庭等に向けた事務製品の卸しを行う米国の企業,NYSE American,1980,140.07,Consumer Defensive
ADBE,Adobe,世界最大のグラフィックソフトメーカー,NASDAQ,1986,"241,151.00",Technology
ADES,Advanced Emissions Solutions,石炭火力発電、工業用ボイラーとセメント業界の顧客に排出ガスソリューションを提供する持株会社。,NASDAQ,2004,150.72,Industrials
ADI,Analog Devices,アナログおよびデジタル信号処理に使用するICの設計、製造、販売,NASDAQ,1980,"61,081.47",Technology
ADM,Archer Daniels Midland,2大穀物メジャーの1社。農産物加工、商社の世界的大手,NYSE,1980,"38,421.93",Consumer Defensive
ADMA,ADMA Biologics,米国で事業を展開しているバイオ医薬品メーカー。,NASDAQ,2013,214.1,Healthcare
ADMP,Adamis Pharmaceuticals,ヘルスケア業界に製品を提供しているバイオ医薬品会社。,NASDAQ,1995,148.89,Healthcare
ADMS,Adamas Pharmaceuticals,慢性神経障害の罹患者の日常生活を管理するための医薬品の開発に従事している会社。,NASDAQ,2014,233.4,Healthcare
ADNT,Adient Public Limited Company,自動車の座席関連製品の製造、流通を行う。,NYSE,2016,"4,959.00",Consumer Cyclical
ADP,Automatic Data Processing,業務委託ソリューションを世界的に提供,NASDAQ,1980,"84,133.42",Industrials
ADPT,Adaptive Biotechnologies Corp,適応免疫システムの生物学を使用して疾患の診断と治療を開発するバイオテクノロジー会社。,NASDAQ,2019,"5,030.34",Healthcare
ADS,Alliance Data Systems,データ処理サービス会社,NYSE,2001,"5,875.73",Financial Services
ADSK,Autodesk,PC ソフトウエアやマルチメディアツールを提供,NASDAQ,1985,"62,535.41",Technology
ADT,ADT,家庭用および業務用のセキュリティカメラ、リモートアクセス、ワイヤレスホームセキュリティシステム等を提供している会社。,NYSE,2018,"9,159.02",Industrials
ADTN,ADTRAN,高速デジタル送信機器メーカー。,NASDAQ,1994,994.91,Technology
ADUS,Addus HomeCare,家庭内で提供されている個人ケアサービスの提供業者。,NASDAQ,2009,"1,509.39",Healthcare
ADVM,Adverum Biotechnologies,希少疾患の患者向けの新薬発見・開発を手掛けるバイオテクノロジー会社。遺伝子治療法を提供している会社。,NASDAQ,2014,329.03,Healthcare
ADXS,Advaxis,がん治療薬のワクチンの開発を手掛けるバイオテクノロジー会社,NASDAQ,2005,70.06,Healthcare
AE,Adams Resources & Energy,油田とガス田を探鉱・開発し、タンクローリーで液体化学品を輸送する、原油と天然ガスの購入・供給・販売会社。,NYSE American,1975,119.24,Energy
AEE,Ameren,公益事業持株会社,NYSE,1998,"21,998.46",Utilities
AEIS,Advanced Energy Industries,精密機器メーカー。,NASDAQ,1995,"3,945.02",Industrials
AEL,American Equity Investment Life,年金・生命保険の引受、販売、管理を展開している保険会社。,NYSE,2003,"3,042.71",Financial Services
AEM,Agnico Eagle Mines,カナダの金鉱会社,NYSE,1973,"17,219.26",Basic Materials
AEMD,Aethlon Medical,がんや感染症疾患治療用ろ過装置の開発、製造に従事する医療機器メーカー。,NASDAQ,1999,26.81,Healthcare
AEO,American Eagle Outfitters,カジュアルアパレルの製造・小売に従事,NYSE,1994,"5,615.08",Consumer Cyclical
AEP,American Electric Power,公益事業持株会社,NASDAQ,1970,"42,993.49",Utilities
AER,AerCap Holdings NV,国際的な航空機リースなどのサービスを提供している会社,NYSE,2006,"7,543.35",Industrials
AERI,Aerie Pharmaceuticals,緑内障およびその他の眼病治療用の医薬品の発見、開発、販売に従事する医薬品メーカー。,NASDAQ,2013,736.64,Healthcare
AES,AES,電力会社,NYSE,1991,"16,676.07",Utilities
AEYE,AudioEye Inc,インターネット・コンテンツで使用する音声で操作する技術を開発するソフトウエア会社,NASDAQ,2013,192.32,Technology
AEZS,AEterna Zentaris Inc,腫瘍や内分泌疾患の治療法を開発しているバイオ医薬品メーカー,NASDAQ,2000,107.01,Healthcare
AFBI,Affinity Bancshares Inc,米国の金融持株会社,NASDAQ,2020,86.97,Financial Services
AFG,American Financial Group,課税繰延年金保険、生命保険、補完的医療保険などの商品を販売する障害保険会社。,NYSE,1980,"11,953.56",Financial Services
AFI,Armstrong Flooring,住宅・ 商業・公共施設建設用の弾性・木質床材製品を設計、製造、販売する床材メーカー。,NYSE,2016,126.21,Industrials
AFIB,Acutus Medical Inc,不整脈の診断と治療法を開発,NASDAQ,2020,461.78,Healthcare
AFL,Aflac,医療保険販売,NYSE,1980,"39,067.26",Financial Services
AFMD,Affimed NV,バイオ医薬品会社,NASDAQ,2014,963.52,Healthcare
AFRM,Affirm Holdings Inc,次世代のデジタルおよびモバイルファーストコマースのプラットフォームを構築・提供している会社,NASDAQ,2021,"15,354.33",Technology
AFYA,Afya Limited,ブラジルの医学教育グループ,NASDAQ,2019,"2,304.95",Consumer Defensive
AG,First Majestic Silver Corp,メキシコにおいて銀プロパティの取得・探鉱・開発、及び銀の生産に従事している会社,NYSE,2006,"4,419.03",Basic Materials
AGCO,AGCO,世界的な農業機械メーカー,NYSE,1992,"10,256.43",Industrials
AGEN,Agenus,脳腫瘍、腎臓がんなどの治療用ワクチンの研究に従事するワクチン開発会社。,NASDAQ,2000,824.88,Healthcare
AGFS,AgroFresh Solutions,新鮮な食材の保存と廃棄物削減ソリューションを提供する企業。,NASDAQ,2014,115.37,Consumer Defensive
AGI,Alamos Gold Inc A,鉱山の探査・開発などに従事している会社,NYSE,2009,"3,522.59",Basic Materials
AGIO,Agios Pharmaceuticals,バイオ医薬品会社,NASDAQ,2013,"4,028.41",Healthcare
AGL,agilon health Inc,医療情報システムプラットフォームを提供している会社,NYSE,2021,"13,763.62",Healthcare
AGLE,Aeglea BioTherapeutics,先天性の代謝疾患やがん治療のための治療用酵素の開発に注力する米国のバイオテクノロジー企業。,NASDAQ,2016,322.06,Healthcare
AGM,Federal Agricultural Mortgage C,モーゲージ流通市場を提供する米国の会社。,NYSE,1994,"1,055.69",Financial Services
AGMH,AGM Group Holdings Inc,中国のIT・ソフトウェア持株会社,NASDAQ,2018,255.21,Technology
AGO,Assured Guaranty Ltd,子会社経営を通して金融保証商品を提供しているバミューダ籍の持株会社,NYSE,2004,"3,613.94",Financial Services
AGR,Avangrid,米国の総合エネルギー・公益事業会社。クリーンエネルギーを提供する。また、発電・天然ガス貯蔵施設の保有・運営も手掛ける。,NYSE,2015,"16,511.34",Utilities
AGRO,Adecoagro SA,南米の農業会社。アルゼンチン、ブラジル、ウルグアイで活動を展開,NYSE,2011,"1,333.61",Consumer Defensive
AGRX,Agile Therapeutics,女性のヘルスケア製品に特化した米国の医薬品開発会社。,NASDAQ,2014,135.04,Healthcare
AGS,PlayAGS Inc,スロットマシーンゲームや携帯端末向けソーシャルゲームのコンテンツ開発などを総合的に取り扱うゲーム開発会社。,NYSE,2018,373.85,Consumer Cyclical
AGTC,Applied Genetic Technologies,新しい治療法の研究開発に従事するバイオ医薬品会社。,NASDAQ,2014,172.72,Healthcare
AGX,Argan,エネルギー施設の設計・建設会社。,NYSE,1995,761.48,Industrials
AGYS,Agilysys Inc,米国の企業向けソフトウェアおよびサービス提供会社,NASDAQ,1980,"1,289.43",Technology
AHC,AH Belo A,米国の日刊紙出版会社。,NYSE,2008,38.54,Communication Services
AHCO,AdaptHealth Corp,米国のブランクチェック・カンパニー(白地小切手会社),NASDAQ,2018,"3,333.70",Healthcare
AHPI,Allied Healthcare Products Inc,呼吸器関連製品を製造している米国企業,NASDAQ,1992,16.21,Healthcare
AI,C3Ai Inc A,エンタープライズAI企業,NYSE,2020,"6,503.05",Technology
AIG,American International Group,生損保・金融サービス大手,NYSE,1973,"46,066.47",Financial Services
AIMC,Altra Industrial Motion,米国の動力伝導装置メーカー。,NASDAQ,2006,"4,179.64",Industrials
AIN,Albany International A,繊維・材料加工会社。,NYSE,1987,"2,835.62",Consumer Cyclical
AIR,AAR,航空機関連サービス企業。,NYSE,1980,"1,463.29",Industrials
AIRG,Airgain,住居や事業所などにおいてワイヤレス環境を提供するアンテナの開発・製造・販売に従事するワイヤレス・テクノロジー企業。,NASDAQ,2016,193.95,Technology
AIRT,Air T,宅急便業界に対して夜間航空貨物サービス、空港における地上業務支援設備の提供を手掛ける航空貨物サービス会社。,NASDAQ,1984,67.52,Industrials
AIT,Applied Industrial Technologies,工業用ゴム製品や直動装置、安全装置などを取り扱う工業製品メーカー。,NYSE,1980,"3,758.09",Industrials
AIZ,Assurant,保険会社,NYSE,2004,"9,870.65",Financial Services
AJG,Arthur J. Gallagher,保険仲介やリスク管理サービスを提供,NYSE,1984,"28,378.15",Financial Services
AJRD,Aerojet Rocketdyne Holdings,防衛・宇宙アプリケーション向け推進システム、ロケットやミサイルなどの開発・製造に従事する航空宇宙・防衛製品メーカー。,NYSE,1981,"3,896.97",Industrials
AKAM,Akamai Technologies,大手コンテンツ配信企業,NASDAQ,1999,"18,959.62",Technology
AKBA,Akebia Therapeutics,腎疾患患者向けの低酸素誘導性因子（HIF）生物学に基づく新規治療薬を開発、販売する医薬品メーカー。,NASDAQ,2014,537.29,Healthcare
AKRO,Akero Therapeutics Inc,NASH（非アルコール性脂肪肝炎）および他の代謝性疾患のための治療法を開発しているバイオテクノロジー会社,NASDAQ,2019,933.88,Healthcare
AKTS,Akoustis Technologies Inc,米国の高周波デバイスメーカー,NASDAQ,2015,477.16,Technology
AKUS,Akouos Inc,単一遺伝子型難聴を対象とする遺伝子治療プラットフォームを開発,NASDAQ,2020,448.19,Healthcare
AL,Air Lease,航空機のリース事業を展開,NYSE,2011,"5,325.77",Industrials
ALB,Albemarle,特殊化学品メーカー,NYSE,1994,"20,255.24",Basic Materials
ALBO,Albireo Pharma Inc,米国のバイオ医薬品メーカー,NASDAQ,2007,586.58,Healthcare
ALC,Alcon Inc,アイケア機器会社,NYSE,2019,"34,948.43",Healthcare
ALCO,Alico,かんきつ類栽培、牧畜、サトウキビと芝の栽培、木材などさまざまな事業を手掛けるアグリビジネス企業。,NASDAQ,1973,245.31,Consumer Defensive
ALDX,Aldeyra Therapeutics,ドライアイ疾患、その他の目の炎症の治療に関する研究も手掛ける免疫介在性疾患治療薬の研究・開発会社。,NASDAQ,2014,600.95,Healthcare
ALE,ALLETE,発電・送電・配電のほか、個人・法人向けに電力販売も手掛けるエネルギー会社。,NYSE,1973,"3,620.49",Utilities
ALEC,Alector Inc,米国のバイオ医薬品会社,NASDAQ,2019,"1,558.52",Healthcare
ALG,Alamo Group,工業、農業のエンドユーザーにトラクター取り付けタイプの大型芝刈り機 や野菜栽培用機械・交換部品等の製品を提供している｡,NYSE,1993,"1,804.04",Industrials
ALGM,Allegro Microsystems Inc,半導体関連企業,NASDAQ,2020,"5,101.46",Technology
ALGN,Align Technology,歯列矯正システムの設計、製造、販売,NASDAQ,2001,"46,084.62",Healthcare
ALGT,Allegiant Travel,小都市から世界的な名所への旅行サービスを提供,NASDAQ,2006,"3,564.73",Industrials
ALIM,Alimera Sciences,処方目薬の研究、開発、商業化に従事するバイオ医薬品会社。,NASDAQ,2019,70.92,Healthcare
ALK,Alaska Air Group,子会社を通して、複数の都市に旅客機サービスを提供する航空持株会社,NYSE,1980,"8,144.73",Industrials
ALKS,Alkermes,薬剤の送達に関する研究開発を行うアイルランドの会社,NASDAQ,1991,"3,703.23",Healthcare
ALL,Allstate,米国およびカナダで子会社を通じて、財産保険、賠償責任保険、その他の保険を提供,NYSE,1993,"40,915.59",Financial Services
ALLE,Allegion Public Limited Company,アイルランドの機械・電子セキュリティー製品会社,NYSE,2013,"12,491.66",Industrials
ALLK,Allakos Inc,臨床段階で、アレルギー性疾患、炎症性疾患および増殖性疾患の治療用抗体の開発に従事するバイオ医薬品企業。,NASDAQ,2018,"4,795.51",Healthcare
ALLO,Allogene Therapeutics Inc,米国のバイオテクノロジー企業。臨床試験段階のがん免疫細胞療法「AlloCAR T」の開発に従事している。,NASDAQ,2018,"3,368.78",Healthcare
ALLY,Ally Financial,自動車金融サービス会社,NYSE,2014,"20,494.95",Financial Services
ALNY,Alnylam Pharmaceuticals,リボ核酸干渉法に基づく治療薬を開発する生物医薬品会社,NASDAQ,2004,"17,114.55",Healthcare
ALOT,Astronova Inc,米国の特殊プリンタと分析システム等を行う製品識別サービス会社,NASDAQ,1981,113.32,Technology
ALPN,Alpine Immune Sciences,米国の臨床段階の製薬会社。,NASDAQ,2015,230.61,Healthcare
ALRM,Alarm.Com Holdings,ソフトウェア会社。,NASDAQ,2015,"3,972.59",Technology
ALRN,Aileron Therapeutics,臨床段階で、治療用ペプチド薬品の開発・商品化に従事するバイオ医薬品企業。,NASDAQ,2017,116.48,Healthcare
ALRS,Alerus Financial Corp,米国の金融持株会社,NASDAQ,2003,568.92,Financial Services
ALSK,Alaska Comm Systems Group,電話、ネットワークホスティング、情報技術管理、クラウドベースのサービス、料金請求・回収、地域・長距離サービスを提供する。,NASDAQ,1999,180.73,Communication Services
ALSN,Allison Transmission Holdings,自動車用の変速機メーカー,NYSE,2012,"4,684.14",Consumer Cyclical
ALT,Altimmune,臨床段階の免疫治療バイオテクノロジー会社。,NASDAQ,2017,481.1,Healthcare
ALTA,Altabancorp,米国の銀行持株会社,NASDAQ,2015,868.39,Financial Services
ALTG,Alta Equipment Group Inc,中古の産業用フォークリフトや運搬機器のレンタルサービスを行う米国の企業,NYSE,2019,448.95,Industrials
ALTM,Altus Midstream Company,石油・ガスの採集・処理施設を所有する米国の企業,NASDAQ,2018,"1,093.06",Energy
ALTO,Alto Ingredients Inc,低炭素エタノールを製造･販売する化学品メーカー,NASDAQ,2009,437.71,Basic Materials
ALTR,Altair Engineering A,シミュレーション技術とサービスを提供する会社。同社は、製品エンジニアリング、工業デザイン、技術アプリケーション等を提供している。,NASDAQ,2017,"4,910.23",Technology
ALV,Autoliv Inc,自動車メーカー向け自動車安全装置の設計・製造に従事している企業｡,NYSE,1997,"9,474.84",Consumer Cyclical
ALVR,Allovir Inc,T細胞を利用したVST療法により、ウィルス性疾患の治療および予防を目指す,NASDAQ,2020,"1,500.71",Healthcare
ALXN,Alexion Pharmaceuticals,バイオ医薬品メーカー,NASDAQ,1996,"39,146.89",Healthcare
ALXO,ALX Oncology Holdings Inc,米国のバイオテクノロジー企業,NASDAQ,2020,"2,207.01",Healthcare
AM,Antero Midstream Corporation,ミッドストリームエネルギー資産を保有、運営、開発しているエネルギー会社。,NYSE,2017,"4,744.94",Energy
AMAL,Amalgamated Bank,個人、中小企業、商業顧客に包括的な金融サービスを提供している。,NASDAQ,2018,494.65,Financial Services
AMAT,Applied Materials,半導体製造装置の最大手,NASDAQ,1980,"128,334.90",Technology
AMBA,Ambarella,ハイビジョン映象の圧縮・処理用半導体メーカー,NASDAQ,2012,"3,566.84",Technology
AMBC,Ambac Financial Group,民間・公共機関向けに金融保証やその他金融関連サービスを展開。,NYSE,2013,706.82,Financial Services
AMC,AMC Entertainment Holdings A,世界各地で映画館を運営し、演劇公開、映画上映、食品販売、オンラインチケット販売、その他関連サービスを提供する。,NYSE,2013,"21,572.92",Communication Services
AMCR,Amcor plc,世界的なプラスチックパッケージ会社,NYSE,2012,"18,978.06",Consumer Cyclical
AMCX,AMC Networks A,ケーブルチャンネルの制作・管理会社,NASDAQ,2011,"2,820.01",Communication Services
AMD,Advanced Micro Devices,半導体（マイクロプロセッサー）大手,NASDAQ,1980,"99,121.34",Technology
AME,AMETEK,電動モーター・電子機器メーカー,NYSE,1984,"31,781.16",Industrials
AMED,Amedisys,在宅看護、在宅輸液療法（HIT）、外来手術センターなどのサービスを提供する代替サイト・ヘルスケア・サービス会社｡,NASDAQ,1994,"8,325.68",Healthcare
AMEH,Apollo Medical Holdings Inc,米国のヘルスケア企業,NASDAQ,2009,"2,031.03",Healthcare
AMG,Affiliated Managers Group,資産管理持株会社,NYSE,1997,"6,880.14",Financial Services
AMGN,Amgen,大手バイオ医薬品会社,NASDAQ,1983,"136,083.11",Healthcare
AMK,Assetmark Financial Holdings Inc,子会社を通じて、ファイナンシャルアドバイザーや金融ブローカー、投資家向けにオンライン資産管理ポータル・アプリの提供を行っている会社。,NYSE,2019,"1,877.42",Financial Services
AMKR,Amkor Technology,半導体のパッケージングおよびテストサービスを提供,NASDAQ,1998,"5,384.26",Technology
AMN,Amn Healthcare Services,看護師や提携医療従事者を全米の病院・医療施設に短期派遣するヘルスケア関連の人材派遣会社。,NYSE,2001,"4,396.75",Healthcare
AMNB,American National Bankshares,個人・企業に対し各商業銀行業務を提供している。,NASDAQ,1999,379.04,Financial Services
AMOT,Allied Motion Technologies,世界各地の顧客に精密および特殊動作制御部品およびシステムを提供する動作制御システムメーカー。,NASDAQ,1980,553.52,Technology
AMP,Ameriprise Financial,投資顧問会社。元アメリカンエキスプレスの投資顧問部門,NYSE,2005,"30,787.56",Financial Services
AMPE,Ampio Pharmaceuticals,代謝障害、眼病、腎疾患、炎症、および中枢神経系疾患の治療に関するリサーチ を手掛ける医薬品の研究開発会社。,NYSE American,2010,342.35,Healthcare
AMPH,Amphastar Pharmaceuticals,ジェネリックおよび専売注射剤・吸入剤を開発、製造する製薬会社。,NASDAQ,2014,896.1,Healthcare
AMR,Alpha Metallurgical Resources Inc,発電用の原料炭および一般炭を供給している石炭採掘サービス会社。,NYSE,2021,395.73,Basic Materials
AMRB,American River Bankshares,米国の銀行持株会社,NASDAQ,1999,115.14,Financial Services
AMRC,Ameresco A,総合電力エネルギー会社。,NYSE,2010,"2,866.28",Industrials
AMRK,A-Mark Precious Metals Inc,金、銀、プラチナ、およびパラジウムを通貨、延べ棒、薄板、および粒子の形状で販売,NASDAQ,2014,516.2,Financial Services
AMRS,Amyris,世界の特殊化学および輸送燃料市場に石油を原料とする製品に代わる製品を提供する再生可能製品メーカー。,NASDAQ,2010,"4,330.99",Basic Materials
AMRX,Amneal Pharmaceuticals Inc A,米国の製薬会社。ジェネリック医薬品の開発、製造、販売、流通を中心に行うほか、中枢神経系障害の治療のため自社ブランド医薬品の開発を手掛ける。,NYSE,2018,810.41,Healthcare
AMSC,American Superconductor,風力発電や送配電ソリューションを提供する米国の発電タービン・メーカー。,NASDAQ,1991,483.78,Industrials
AMSF,AMERISAFE,石油・ガス、海運など危険を伴う業界の中小企業を中心に労災保険を提供する保険会社。,NASDAQ,2005,"1,223.27",Financial Services
AMSWA,American Software A,ソフトウエア・プロバイダー。,NASDAQ,1983,635.51,Technology
AMTB,Amerant Bancorp Inc A,米国の銀行持株会社,NASDAQ,2018,863.85,Financial Services
AMTI,Applied Molecular Transport Inc,米国のバイオ医薬品企業,NASDAQ,2020,"1,789.73",Healthcare
AMTX,Aemetis,燃料や化学製品の生産、従来の石油ベース製品に代わる技術の取得・開発・商業化を行うバイオテクノロジー会社。,NASDAQ,2014,375.98,Energy
AMWD,American Woodmark,住宅建築・改築市場向けに台所キャビネットと洗面化粧台を製造、販売する米国の台所・浴室キャビネット製造会社。,NASDAQ,1986,"1,439.99",Consumer Cyclical
AMWL,American Well Corp,インターネットを介し患者の自宅や職場に遠隔医療を提供する企業,NYSE,2020,"3,041.44",Healthcare
AMZN,Amazon.com,小売業、インターネット通販会社,NASDAQ,1997,"1,616,973.66",Consumer Cyclical
AN,AutoNation,自動車販売チェーン,NYSE,1990,"7,858.05",Consumer Cyclical
ANAB,AnaptysBio,主に米国で臨床段階のバイオテクノロジー企業として営業を展開しています。癌免疫療法および炎症のための抗体を製造および販売しています。,NASDAQ,2017,623.98,Healthcare
ANAT,American National Insurance,変額生命保険や、定額年金、変額年金、株価指数連動型年金などを取扱う保険会社。,NASDAQ,1975,"3,957.80",Financial Services
ANDA,Andina Acquisition Corp III,ケイマン籍のブランクチェック・カンパニー(白地小切手会社),NASDAQ,2019,45.5,Financial Services
ANDE,The Andersons Inc,農業に従事する多角経営の会社,NASDAQ,1996,"1,126.60",Consumer Defensive
ANET,Arista Networks,クラウド・ネットワーキング・ソリューションを提供する企業,NYSE,2014,"26,719.40",Technology
ANF,Abercrombie & Fitch A,専門小売店,NYSE,1996,"2,447.65",Consumer Cyclical
ANGI,Angi Inc A,インターネットによる情報・コンテンツ提供会社。有料評価サイト｢Angies List｣を運営する。,NASDAQ,2011,"6,867.16",Communication Services
ANGO,AngioDynamics,末梢血管疾患の治療や手術に使用される医療機器の開発、製造、販売を行う米国の医療機器メーカー。,NASDAQ,2004,889.75,Healthcare
ANIK,Anika Therapeutics,治療疼痛管理ソリューションの開発などをしている総合的な整形外科用医薬品メーカー。,NASDAQ,1993,660.29,Healthcare
ANIP,Ani Pharmaceuticals,ブランド薬およびジェネリック処方薬の開発・生産・販売を手掛ける総合医薬品メーカー。,NASDAQ,2000,438,Healthcare
ANIX,Anixa Biosciences Inc,情報処理分野などの最先端技術へ資金提供、開発、取得、ライセンスに従事している会社,NASDAQ,1983,129.5,Healthcare
ANNX,Annexon Inc,脳および目の補体介在性疾患に対する新規治療薬を開発,NASDAQ,2020,822.54,Healthcare
ANSS,ANSYS,設計分析や最適化ソリューションのソフトウェアを提供,NASDAQ,1996,"29,519.77",Technology
ANTM,Anthem,ヘルス・ベネフィット給付会社,NYSE,2001,"96,271.48",Healthcare
ANVS,Annovis Bio Inc,アルツハイマー病などの治療のための研究を行う米国の企業,NYSE American,2020,444.49,Healthcare
AON,AON,イギリスの保険サービス持株会社,NYSE,1980,"56,641.91",Financial Services
AOS,A.O.Smith,米国の住宅・商業用温水機器と水質処理製品のメーカー,NYSE,1983,"11,079.49",Industrials
AOSL,Alpha and Omega Semiconductor Limited,バミューダ籍の電力半導体開発業者,NASDAQ,2010,804.06,Technology
AOUT,American Outdoor Brands Inc,米国のアウトドア用品メーカー,NASDAQ,2020,439.07,Consumer Cyclical
AP,Ampco Pittsburgh,鉄鋼・アルミ金属製造業向けに硬化鋼ロールの鍛造と生成を行うポンプ製造会社。,NYSE,1973,122.89,Industrials
APA,APA Corporation,独立系エネルギー会社,NASDAQ,1979,"8,851.99",Energy
APAM,Artisan Partners Asset Management Inc,米国の独立系投資運用会社,NYSE,2013,"4,084.79",Financial Services
APD,Air Products & Chemicals,工業用ガスおよび関連処理装置メーカー,NYSE,1980,"67,436.38",Basic Materials
